attribute_name,group,description
loan_maturity_date_163,loan,"Maturity Date attribute for loan, instance 163."
loan_status_163,loan,"Status attribute for loan, instance 163."
loan_ltv_ratio_163,loan,"Ltv Ratio attribute for loan, instance 163."
loan_dti_ratio_163,loan,"Dti Ratio attribute for loan, instance 163."
loan_amortization_type_163,loan,"Amortization Type attribute for loan, instance 163."
property_id_163,property,"Id attribute for property, instance 163."
property_address_line1_163,property,"Address Line1 attribute for property, instance 163."
property_address_line2_163,property,"Address Line2 attribute for property, instance 163."
property_city_163,property,"City attribute for property, instance 163."
property_state_163,property,"State attribute for property, instance 163."
property_postal_code_163,property,"Postal Code attribute for property, instance 163."
property_country_163,property,"Country attribute for property, instance 163."
property_property_type_163,property,"Property Type attribute for property, instance 163."
property_year_built_163,property,"Year Built attribute for property, instance 163."
property_purchase_price_163,property,"Purchase Price attribute for property, instance 163."
property_appraised_value_163,property,"Appraised Value attribute for property, instance 163."
property_square_feet_163,property,"Square Feet attribute for property, instance 163."
property_lot_size_163,property,"Lot Size attribute for property, instance 163."
property_num_bedrooms_163,property,"Num Bedrooms attribute for property, instance 163."
property_num_bathrooms_163,property,"Num Bathrooms attribute for property, instance 163."
payment_id_163,payment,"Id attribute for payment, instance 163."
payment_due_date_163,payment,"Due Date attribute for payment, instance 163."
payment_amount_due_163,payment,"Amount Due attribute for payment, instance 163."
payment_amount_paid_163,payment,"Amount Paid attribute for payment, instance 163."
payment_payment_date_163,payment,"Payment Date attribute for payment, instance 163."
payment_payment_method_163,payment,"Payment Method attribute for payment, instance 163."
payment_status_163,payment,"Status attribute for payment, instance 163."
payment_late_fee_163,payment,"Late Fee attribute for payment, instance 163."
payment_escrow_amount_163,payment,"Escrow Amount attribute for payment, instance 163."
escrow_id_163,escrow,"Id attribute for escrow, instance 163."
escrow_type_163,escrow,"Type attribute for escrow, instance 163."
escrow_balance_163,escrow,"Balance attribute for escrow, instance 163."
escrow_taxes_due_163,escrow,"Taxes Due attribute for escrow, instance 163."
escrow_insurance_due_163,escrow,"Insurance Due attribute for escrow, instance 163."
escrow_last_payment_date_163,escrow,"Last Payment Date attribute for escrow, instance 163."
escrow_next_payment_due_163,escrow,"Next Payment Due attribute for escrow, instance 163."
regulatory_hmda_reporting_flag_163,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 163."
regulatory_compliance_status_163,regulatory,"Compliance Status attribute for regulatory, instance 163."
regulatory_regulator_notes_163,regulatory,"Regulator Notes attribute for regulatory, instance 163."
regulatory_fair_lending_score_163,regulatory,"Fair Lending Score attribute for regulatory, instance 163."
regulatory_audit_status_163,regulatory,"Audit Status attribute for regulatory, instance 163."
borrower_id_164,borrower,"Id attribute for borrower, instance 164."
borrower_first_name_164,borrower,"First Name attribute for borrower, instance 164."
borrower_last_name_164,borrower,"Last Name attribute for borrower, instance 164."
borrower_date_of_birth_164,borrower,"Date Of Birth attribute for borrower, instance 164."
borrower_ssn_164,borrower,"Ssn attribute for borrower, instance 164."
borrower_employment_status_164,borrower,"Employment Status attribute for borrower, instance 164."
borrower_annual_income_164,borrower,"Annual Income attribute for borrower, instance 164."
borrower_credit_score_164,borrower,"Credit Score attribute for borrower, instance 164."
borrower_marital_status_164,borrower,"Marital Status attribute for borrower, instance 164."
borrower_number_of_dependents_164,borrower,"Number Of Dependents attribute for borrower, instance 164."
borrower_residency_status_164,borrower,"Residency Status attribute for borrower, instance 164."
loan_id_164,loan,"Id attribute for loan, instance 164."
loan_type_164,loan,"Type attribute for loan, instance 164."
loan_amount_164,loan,"Amount attribute for loan, instance 164."
loan_term_years_164,loan,"Term Years attribute for loan, instance 164."
loan_interest_rate_164,loan,"Interest Rate attribute for loan, instance 164."
loan_origination_date_164,loan,"Origination Date attribute for loan, instance 164."
loan_maturity_date_164,loan,"Maturity Date attribute for loan, instance 164."
loan_status_164,loan,"Status attribute for loan, instance 164."
loan_ltv_ratio_164,loan,"Ltv Ratio attribute for loan, instance 164."
loan_dti_ratio_164,loan,"Dti Ratio attribute for loan, instance 164."
loan_amortization_type_164,loan,"Amortization Type attribute for loan, instance 164."
property_id_164,property,"Id attribute for property, instance 164."
property_address_line1_164,property,"Address Line1 attribute for property, instance 164."
property_address_line2_164,property,"Address Line2 attribute for property, instance 164."
property_city_164,property,"City attribute for property, instance 164."
property_state_164,property,"State attribute for property, instance 164."
property_postal_code_164,property,"Postal Code attribute for property, instance 164."
property_country_164,property,"Country attribute for property, instance 164."
property_property_type_164,property,"Property Type attribute for property, instance 164."
property_year_built_164,property,"Year Built attribute for property, instance 164."
property_purchase_price_164,property,"Purchase Price attribute for property, instance 164."
property_appraised_value_164,property,"Appraised Value attribute for property, instance 164."
property_square_feet_164,property,"Square Feet attribute for property, instance 164."
property_lot_size_164,property,"Lot Size attribute for property, instance 164."
property_num_bedrooms_164,property,"Num Bedrooms attribute for property, instance 164."
property_num_bathrooms_164,property,"Num Bathrooms attribute for property, instance 164."
payment_id_164,payment,"Id attribute for payment, instance 164."
payment_due_date_164,payment,"Due Date attribute for payment, instance 164."
payment_amount_due_164,payment,"Amount Due attribute for payment, instance 164."
payment_amount_paid_164,payment,"Amount Paid attribute for payment, instance 164."
payment_payment_date_164,payment,"Payment Date attribute for payment, instance 164."
payment_payment_method_164,payment,"Payment Method attribute for payment, instance 164."
payment_status_164,payment,"Status attribute for payment, instance 164."
payment_late_fee_164,payment,"Late Fee attribute for payment, instance 164."
payment_escrow_amount_164,payment,"Escrow Amount attribute for payment, instance 164."
escrow_id_164,escrow,"Id attribute for escrow, instance 164."
escrow_type_164,escrow,"Type attribute for escrow, instance 164."
escrow_balance_164,escrow,"Balance attribute for escrow, instance 164."
escrow_taxes_due_164,escrow,"Taxes Due attribute for escrow, instance 164."
escrow_insurance_due_164,escrow,"Insurance Due attribute for escrow, instance 164."
escrow_last_payment_date_164,escrow,"Last Payment Date attribute for escrow, instance 164."
escrow_next_payment_due_164,escrow,"Next Payment Due attribute for escrow, instance 164."
regulatory_hmda_reporting_flag_164,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 164."
regulatory_compliance_status_164,regulatory,"Compliance Status attribute for regulatory, instance 164."
regulatory_regulator_notes_164,regulatory,"Regulator Notes attribute for regulatory, instance 164."
regulatory_fair_lending_score_164,regulatory,"Fair Lending Score attribute for regulatory, instance 164."
regulatory_audit_status_164,regulatory,"Audit Status attribute for regulatory, instance 164."
borrower_id_165,borrower,"Id attribute for borrower, instance 165."
borrower_first_name_165,borrower,"First Name attribute for borrower, instance 165."
borrower_last_name_165,borrower,"Last Name attribute for borrower, instance 165."
borrower_date_of_birth_165,borrower,"Date Of Birth attribute for borrower, instance 165."
borrower_ssn_165,borrower,"Ssn attribute for borrower, instance 165."
borrower_employment_status_165,borrower,"Employment Status attribute for borrower, instance 165."
borrower_annual_income_165,borrower,"Annual Income attribute for borrower, instance 165."
borrower_credit_score_165,borrower,"Credit Score attribute for borrower, instance 165."
borrower_marital_status_165,borrower,"Marital Status attribute for borrower, instance 165."
borrower_number_of_dependents_165,borrower,"Number Of Dependents attribute for borrower, instance 165."
borrower_residency_status_165,borrower,"Residency Status attribute for borrower, instance 165."
loan_id_165,loan,"Id attribute for loan, instance 165."
loan_type_165,loan,"Type attribute for loan, instance 165."
loan_amount_165,loan,"Amount attribute for loan, instance 165."
loan_term_years_165,loan,"Term Years attribute for loan, instance 165."
loan_interest_rate_165,loan,"Interest Rate attribute for loan, instance 165."
loan_origination_date_165,loan,"Origination Date attribute for loan, instance 165."
loan_maturity_date_165,loan,"Maturity Date attribute for loan, instance 165."
loan_status_165,loan,"Status attribute for loan, instance 165."
loan_ltv_ratio_165,loan,"Ltv Ratio attribute for loan, instance 165."
loan_dti_ratio_165,loan,"Dti Ratio attribute for loan, instance 165."
loan_amortization_type_165,loan,"Amortization Type attribute for loan, instance 165."
property_id_165,property,"Id attribute for property, instance 165."
property_address_line1_165,property,"Address Line1 attribute for property, instance 165."
property_address_line2_165,property,"Address Line2 attribute for property, instance 165."
property_city_165,property,"City attribute for property, instance 165."
property_state_165,property,"State attribute for property, instance 165."
property_postal_code_165,property,"Postal Code attribute for property, instance 165."
property_country_165,property,"Country attribute for property, instance 165."
property_property_type_165,property,"Property Type attribute for property, instance 165."
property_year_built_165,property,"Year Built attribute for property, instance 165."
property_purchase_price_165,property,"Purchase Price attribute for property, instance 165."
property_appraised_value_165,property,"Appraised Value attribute for property, instance 165."
property_square_feet_165,property,"Square Feet attribute for property, instance 165."
property_lot_size_165,property,"Lot Size attribute for property, instance 165."
property_num_bedrooms_165,property,"Num Bedrooms attribute for property, instance 165."
property_num_bathrooms_165,property,"Num Bathrooms attribute for property, instance 165."
payment_id_165,payment,"Id attribute for payment, instance 165."
payment_due_date_165,payment,"Due Date attribute for payment, instance 165."
payment_amount_due_165,payment,"Amount Due attribute for payment, instance 165."
payment_amount_paid_165,payment,"Amount Paid attribute for payment, instance 165."
payment_payment_date_165,payment,"Payment Date attribute for payment, instance 165."
payment_payment_method_165,payment,"Payment Method attribute for payment, instance 165."
payment_status_165,payment,"Status attribute for payment, instance 165."
payment_late_fee_165,payment,"Late Fee attribute for payment, instance 165."
payment_escrow_amount_165,payment,"Escrow Amount attribute for payment, instance 165."
escrow_id_165,escrow,"Id attribute for escrow, instance 165."
escrow_type_165,escrow,"Type attribute for escrow, instance 165."
escrow_balance_165,escrow,"Balance attribute for escrow, instance 165."
escrow_taxes_due_165,escrow,"Taxes Due attribute for escrow, instance 165."
escrow_insurance_due_165,escrow,"Insurance Due attribute for escrow, instance 165."
escrow_last_payment_date_165,escrow,"Last Payment Date attribute for escrow, instance 165."
escrow_next_payment_due_165,escrow,"Next Payment Due attribute for escrow, instance 165."
regulatory_hmda_reporting_flag_165,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 165."
regulatory_compliance_status_165,regulatory,"Compliance Status attribute for regulatory, instance 165."
regulatory_regulator_notes_165,regulatory,"Regulator Notes attribute for regulatory, instance 165."
regulatory_fair_lending_score_165,regulatory,"Fair Lending Score attribute for regulatory, instance 165."
regulatory_audit_status_165,regulatory,"Audit Status attribute for regulatory, instance 165."
borrower_id_166,borrower,"Id attribute for borrower, instance 166."
borrower_first_name_166,borrower,"First Name attribute for borrower, instance 166."
borrower_last_name_166,borrower,"Last Name attribute for borrower, instance 166."
borrower_date_of_birth_166,borrower,"Date Of Birth attribute for borrower, instance 166."
borrower_ssn_166,borrower,"Ssn attribute for borrower, instance 166."
borrower_employment_status_166,borrower,"Employment Status attribute for borrower, instance 166."
borrower_annual_income_166,borrower,"Annual Income attribute for borrower, instance 166."
borrower_credit_score_166,borrower,"Credit Score attribute for borrower, instance 166."
borrower_marital_status_166,borrower,"Marital Status attribute for borrower, instance 166."
borrower_number_of_dependents_166,borrower,"Number Of Dependents attribute for borrower, instance 166."
borrower_residency_status_166,borrower,"Residency Status attribute for borrower, instance 166."
loan_id_166,loan,"Id attribute for loan, instance 166."
loan_type_166,loan,"Type attribute for loan, instance 166."
loan_amount_166,loan,"Amount attribute for loan, instance 166."
loan_term_years_166,loan,"Term Years attribute for loan, instance 166."
loan_interest_rate_166,loan,"Interest Rate attribute for loan, instance 166."
loan_origination_date_166,loan,"Origination Date attribute for loan, instance 166."
loan_maturity_date_166,loan,"Maturity Date attribute for loan, instance 166."
loan_status_166,loan,"Status attribute for loan, instance 166."
loan_ltv_ratio_166,loan,"Ltv Ratio attribute for loan, instance 166."
loan_dti_ratio_166,loan,"Dti Ratio attribute for loan, instance 166."
loan_amortization_type_166,loan,"Amortization Type attribute for loan, instance 166."
property_id_166,property,"Id attribute for property, instance 166."
property_address_line1_166,property,"Address Line1 attribute for property, instance 166."
property_address_line2_166,property,"Address Line2 attribute for property, instance 166."
property_city_166,property,"City attribute for property, instance 166."
property_state_166,property,"State attribute for property, instance 166."
property_postal_code_166,property,"Postal Code attribute for property, instance 166."
property_country_166,property,"Country attribute for property, instance 166."
property_property_type_166,property,"Property Type attribute for property, instance 166."
property_year_built_166,property,"Year Built attribute for property, instance 166."
property_purchase_price_166,property,"Purchase Price attribute for property, instance 166."
property_appraised_value_166,property,"Appraised Value attribute for property, instance 166."
property_square_feet_166,property,"Square Feet attribute for property, instance 166."
property_lot_size_166,property,"Lot Size attribute for property, instance 166."
property_num_bedrooms_166,property,"Num Bedrooms attribute for property, instance 166."
property_num_bathrooms_166,property,"Num Bathrooms attribute for property, instance 166."
payment_id_166,payment,"Id attribute for payment, instance 166."
payment_due_date_166,payment,"Due Date attribute for payment, instance 166."
payment_amount_due_166,payment,"Amount Due attribute for payment, instance 166."
payment_amount_paid_166,payment,"Amount Paid attribute for payment, instance 166."
payment_payment_date_166,payment,"Payment Date attribute for payment, instance 166."
payment_payment_method_166,payment,"Payment Method attribute for payment, instance 166."
payment_status_166,payment,"Status attribute for payment, instance 166."
payment_late_fee_166,payment,"Late Fee attribute for payment, instance 166."
payment_escrow_amount_166,payment,"Escrow Amount attribute for payment, instance 166."
escrow_id_166,escrow,"Id attribute for escrow, instance 166."
escrow_type_166,escrow,"Type attribute for escrow, instance 166."
escrow_balance_166,escrow,"Balance attribute for escrow, instance 166."
escrow_taxes_due_166,escrow,"Taxes Due attribute for escrow, instance 166."
escrow_insurance_due_166,escrow,"Insurance Due attribute for escrow, instance 166."
escrow_last_payment_date_166,escrow,"Last Payment Date attribute for escrow, instance 166."
escrow_next_payment_due_166,escrow,"Next Payment Due attribute for escrow, instance 166."
regulatory_hmda_reporting_flag_166,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 166."
regulatory_compliance_status_166,regulatory,"Compliance Status attribute for regulatory, instance 166."
regulatory_regulator_notes_166,regulatory,"Regulator Notes attribute for regulatory, instance 166."
regulatory_fair_lending_score_166,regulatory,"Fair Lending Score attribute for regulatory, instance 166."
regulatory_audit_status_166,regulatory,"Audit Status attribute for regulatory, instance 166."
borrower_id_167,borrower,"Id attribute for borrower, instance 167."
borrower_first_name_167,borrower,"First Name attribute for borrower, instance 167."
borrower_last_name_167,borrower,"Last Name attribute for borrower, instance 167."
borrower_date_of_birth_167,borrower,"Date Of Birth attribute for borrower, instance 167."
borrower_ssn_167,borrower,"Ssn attribute for borrower, instance 167."
borrower_employment_status_167,borrower,"Employment Status attribute for borrower, instance 167."
borrower_annual_income_167,borrower,"Annual Income attribute for borrower, instance 167."
borrower_credit_score_167,borrower,"Credit Score attribute for borrower, instance 167."
borrower_marital_status_167,borrower,"Marital Status attribute for borrower, instance 167."
borrower_number_of_dependents_167,borrower,"Number Of Dependents attribute for borrower, instance 167."
borrower_residency_status_167,borrower,"Residency Status attribute for borrower, instance 167."
loan_id_167,loan,"Id attribute for loan, instance 167."
loan_type_167,loan,"Type attribute for loan, instance 167."
loan_amount_167,loan,"Amount attribute for loan, instance 167."
loan_term_years_167,loan,"Term Years attribute for loan, instance 167."
loan_interest_rate_167,loan,"Interest Rate attribute for loan, instance 167."
loan_origination_date_167,loan,"Origination Date attribute for loan, instance 167."
loan_maturity_date_167,loan,"Maturity Date attribute for loan, instance 167."
loan_status_167,loan,"Status attribute for loan, instance 167."
loan_ltv_ratio_167,loan,"Ltv Ratio attribute for loan, instance 167."
loan_dti_ratio_167,loan,"Dti Ratio attribute for loan, instance 167."
loan_amortization_type_167,loan,"Amortization Type attribute for loan, instance 167."
property_id_167,property,"Id attribute for property, instance 167."
property_address_line1_167,property,"Address Line1 attribute for property, instance 167."
property_address_line2_167,property,"Address Line2 attribute for property, instance 167."
property_city_167,property,"City attribute for property, instance 167."
property_state_167,property,"State attribute for property, instance 167."
property_postal_code_167,property,"Postal Code attribute for property, instance 167."
property_country_167,property,"Country attribute for property, instance 167."
property_property_type_167,property,"Property Type attribute for property, instance 167."
property_year_built_167,property,"Year Built attribute for property, instance 167."
property_purchase_price_167,property,"Purchase Price attribute for property, instance 167."
property_appraised_value_167,property,"Appraised Value attribute for property, instance 167."
property_square_feet_167,property,"Square Feet attribute for property, instance 167."
property_lot_size_167,property,"Lot Size attribute for property, instance 167."
property_num_bedrooms_167,property,"Num Bedrooms attribute for property, instance 167."
property_num_bathrooms_167,property,"Num Bathrooms attribute for property, instance 167."
payment_id_167,payment,"Id attribute for payment, instance 167."
payment_due_date_167,payment,"Due Date attribute for payment, instance 167."
payment_amount_due_167,payment,"Amount Due attribute for payment, instance 167."
payment_amount_paid_167,payment,"Amount Paid attribute for payment, instance 167."
payment_payment_date_167,payment,"Payment Date attribute for payment, instance 167."
payment_payment_method_167,payment,"Payment Method attribute for payment, instance 167."
payment_status_167,payment,"Status attribute for payment, instance 167."
payment_late_fee_167,payment,"Late Fee attribute for payment, instance 167."
payment_escrow_amount_167,payment,"Escrow Amount attribute for payment, instance 167."
escrow_id_167,escrow,"Id attribute for escrow, instance 167."
escrow_type_167,escrow,"Type attribute for escrow, instance 167."
escrow_balance_167,escrow,"Balance attribute for escrow, instance 167."
escrow_taxes_due_167,escrow,"Taxes Due attribute for escrow, instance 167."
escrow_insurance_due_167,escrow,"Insurance Due attribute for escrow, instance 167."
escrow_last_payment_date_167,escrow,"Last Payment Date attribute for escrow, instance 167."
escrow_next_payment_due_167,escrow,"Next Payment Due attribute for escrow, instance 167."
regulatory_hmda_reporting_flag_167,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 167."
regulatory_compliance_status_167,regulatory,"Compliance Status attribute for regulatory, instance 167."
regulatory_regulator_notes_167,regulatory,"Regulator Notes attribute for regulatory, instance 167."
regulatory_fair_lending_score_167,regulatory,"Fair Lending Score attribute for regulatory, instance 167."
regulatory_audit_status_167,regulatory,"Audit Status attribute for regulatory, instance 167."
borrower_id_168,borrower,"Id attribute for borrower, instance 168."
borrower_first_name_168,borrower,"First Name attribute for borrower, instance 168."
borrower_last_name_168,borrower,"Last Name attribute for borrower, instance 168."
borrower_date_of_birth_168,borrower,"Date Of Birth attribute for borrower, instance 168."
borrower_ssn_168,borrower,"Ssn attribute for borrower, instance 168."
borrower_employment_status_168,borrower,"Employment Status attribute for borrower, instance 168."
borrower_annual_income_168,borrower,"Annual Income attribute for borrower, instance 168."
borrower_credit_score_168,borrower,"Credit Score attribute for borrower, instance 168."
borrower_marital_status_168,borrower,"Marital Status attribute for borrower, instance 168."
borrower_number_of_dependents_168,borrower,"Number Of Dependents attribute for borrower, instance 168."
borrower_residency_status_168,borrower,"Residency Status attribute for borrower, instance 168."
loan_id_168,loan,"Id attribute for loan, instance 168."
loan_type_168,loan,"Type attribute for loan, instance 168."
loan_amount_168,loan,"Amount attribute for loan, instance 168."
loan_term_years_168,loan,"Term Years attribute for loan, instance 168."
loan_interest_rate_168,loan,"Interest Rate attribute for loan, instance 168."
loan_origination_date_168,loan,"Origination Date attribute for loan, instance 168."
loan_maturity_date_168,loan,"Maturity Date attribute for loan, instance 168."
loan_status_168,loan,"Status attribute for loan, instance 168."
loan_ltv_ratio_168,loan,"Ltv Ratio attribute for loan, instance 168."
loan_dti_ratio_168,loan,"Dti Ratio attribute for loan, instance 168."
loan_amortization_type_168,loan,"Amortization Type attribute for loan, instance 168."
property_id_168,property,"Id attribute for property, instance 168."
property_address_line1_168,property,"Address Line1 attribute for property, instance 168."
property_address_line2_168,property,"Address Line2 attribute for property, instance 168."
property_city_168,property,"City attribute for property, instance 168."
property_state_168,property,"State attribute for property, instance 168."
property_postal_code_168,property,"Postal Code attribute for property, instance 168."
property_country_168,property,"Country attribute for property, instance 168."
property_property_type_168,property,"Property Type attribute for property, instance 168."
property_year_built_168,property,"Year Built attribute for property, instance 168."
property_purchase_price_168,property,"Purchase Price attribute for property, instance 168."
property_appraised_value_168,property,"Appraised Value attribute for property, instance 168."
property_square_feet_168,property,"Square Feet attribute for property, instance 168."
property_lot_size_168,property,"Lot Size attribute for property, instance 168."
property_num_bedrooms_168,property,"Num Bedrooms attribute for property, instance 168."
property_num_bathrooms_168,property,"Num Bathrooms attribute for property, instance 168."
payment_id_168,payment,"Id attribute for payment, instance 168."
payment_due_date_168,payment,"Due Date attribute for payment, instance 168."
payment_amount_due_168,payment,"Amount Due attribute for payment, instance 168."
payment_amount_paid_168,payment,"Amount Paid attribute for payment, instance 168."
payment_payment_date_168,payment,"Payment Date attribute for payment, instance 168."
payment_payment_method_168,payment,"Payment Method attribute for payment, instance 168."
payment_status_168,payment,"Status attribute for payment, instance 168."
payment_late_fee_168,payment,"Late Fee attribute for payment, instance 168."
payment_escrow_amount_168,payment,"Escrow Amount attribute for payment, instance 168."
escrow_id_168,escrow,"Id attribute for escrow, instance 168."
escrow_type_168,escrow,"Type attribute for escrow, instance 168."
escrow_balance_168,escrow,"Balance attribute for escrow, instance 168."
escrow_taxes_due_168,escrow,"Taxes Due attribute for escrow, instance 168."
escrow_insurance_due_168,escrow,"Insurance Due attribute for escrow, instance 168."
escrow_last_payment_date_168,escrow,"Last Payment Date attribute for escrow, instance 168."
escrow_next_payment_due_168,escrow,"Next Payment Due attribute for escrow, instance 168."
regulatory_hmda_reporting_flag_168,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 168."
regulatory_compliance_status_168,regulatory,"Compliance Status attribute for regulatory, instance 168."
regulatory_regulator_notes_168,regulatory,"Regulator Notes attribute for regulatory, instance 168."
regulatory_fair_lending_score_168,regulatory,"Fair Lending Score attribute for regulatory, instance 168."
regulatory_audit_status_168,regulatory,"Audit Status attribute for regulatory, instance 168."
borrower_id_169,borrower,"Id attribute for borrower, instance 169."
borrower_first_name_169,borrower,"First Name attribute for borrower, instance 169."
borrower_last_name_169,borrower,"Last Name attribute for borrower, instance 169."
borrower_date_of_birth_169,borrower,"Date Of Birth attribute for borrower, instance 169."
borrower_ssn_169,borrower,"Ssn attribute for borrower, instance 169."
borrower_employment_status_169,borrower,"Employment Status attribute for borrower, instance 169."
borrower_annual_income_169,borrower,"Annual Income attribute for borrower, instance 169."
borrower_credit_score_169,borrower,"Credit Score attribute for borrower, instance 169."
borrower_marital_status_169,borrower,"Marital Status attribute for borrower, instance 169."
borrower_number_of_dependents_169,borrower,"Number Of Dependents attribute for borrower, instance 169."
borrower_residency_status_169,borrower,"Residency Status attribute for borrower, instance 169."
loan_id_169,loan,"Id attribute for loan, instance 169."
loan_type_169,loan,"Type attribute for loan, instance 169."
loan_amount_169,loan,"Amount attribute for loan, instance 169."
loan_term_years_169,loan,"Term Years attribute for loan, instance 169."
loan_interest_rate_169,loan,"Interest Rate attribute for loan, instance 169."
loan_origination_date_169,loan,"Origination Date attribute for loan, instance 169."
loan_maturity_date_169,loan,"Maturity Date attribute for loan, instance 169."
loan_status_169,loan,"Status attribute for loan, instance 169."
loan_ltv_ratio_169,loan,"Ltv Ratio attribute for loan, instance 169."
loan_dti_ratio_169,loan,"Dti Ratio attribute for loan, instance 169."
loan_amortization_type_169,loan,"Amortization Type attribute for loan, instance 169."
property_id_169,property,"Id attribute for property, instance 169."
property_address_line1_169,property,"Address Line1 attribute for property, instance 169."
property_address_line2_169,property,"Address Line2 attribute for property, instance 169."
property_city_169,property,"City attribute for property, instance 169."
property_state_169,property,"State attribute for property, instance 169."
property_postal_code_169,property,"Postal Code attribute for property, instance 169."
property_country_169,property,"Country attribute for property, instance 169."
property_property_type_169,property,"Property Type attribute for property, instance 169."
property_year_built_169,property,"Year Built attribute for property, instance 169."
property_purchase_price_169,property,"Purchase Price attribute for property, instance 169."
property_appraised_value_169,property,"Appraised Value attribute for property, instance 169."
property_square_feet_169,property,"Square Feet attribute for property, instance 169."
property_lot_size_169,property,"Lot Size attribute for property, instance 169."
property_num_bedrooms_169,property,"Num Bedrooms attribute for property, instance 169."
property_num_bathrooms_169,property,"Num Bathrooms attribute for property, instance 169."
payment_id_169,payment,"Id attribute for payment, instance 169."
payment_due_date_169,payment,"Due Date attribute for payment, instance 169."
payment_amount_due_169,payment,"Amount Due attribute for payment, instance 169."
payment_amount_paid_169,payment,"Amount Paid attribute for payment, instance 169."
payment_payment_date_169,payment,"Payment Date attribute for payment, instance 169."
payment_payment_method_169,payment,"Payment Method attribute for payment, instance 169."
payment_status_169,payment,"Status attribute for payment, instance 169."
payment_late_fee_169,payment,"Late Fee attribute for payment, instance 169."
payment_escrow_amount_169,payment,"Escrow Amount attribute for payment, instance 169."
escrow_id_169,escrow,"Id attribute for escrow, instance 169."
escrow_type_169,escrow,"Type attribute for escrow, instance 169."
escrow_balance_169,escrow,"Balance attribute for escrow, instance 169."
escrow_taxes_due_169,escrow,"Taxes Due attribute for escrow, instance 169."
escrow_insurance_due_169,escrow,"Insurance Due attribute for escrow, instance 169."
escrow_last_payment_date_169,escrow,"Last Payment Date attribute for escrow, instance 169."
escrow_next_payment_due_169,escrow,"Next Payment Due attribute for escrow, instance 169."
regulatory_hmda_reporting_flag_169,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 169."
regulatory_compliance_status_169,regulatory,"Compliance Status attribute for regulatory, instance 169."
regulatory_regulator_notes_169,regulatory,"Regulator Notes attribute for regulatory, instance 169."
regulatory_fair_lending_score_169,regulatory,"Fair Lending Score attribute for regulatory, instance 169."
regulatory_audit_status_169,regulatory,"Audit Status attribute for regulatory, instance 169."
borrower_id_170,borrower,"Id attribute for borrower, instance 170."
borrower_first_name_170,borrower,"First Name attribute for borrower, instance 170."
borrower_last_name_170,borrower,"Last Name attribute for borrower, instance 170."
borrower_date_of_birth_170,borrower,"Date Of Birth attribute for borrower, instance 170."
borrower_ssn_170,borrower,"Ssn attribute for borrower, instance 170."
borrower_employment_status_170,borrower,"Employment Status attribute for borrower, instance 170."
borrower_annual_income_170,borrower,"Annual Income attribute for borrower, instance 170."
borrower_credit_score_170,borrower,"Credit Score attribute for borrower, instance 170."
borrower_marital_status_170,borrower,"Marital Status attribute for borrower, instance 170."
borrower_number_of_dependents_170,borrower,"Number Of Dependents attribute for borrower, instance 170."
borrower_residency_status_170,borrower,"Residency Status attribute for borrower, instance 170."
loan_id_170,loan,"Id attribute for loan, instance 170."
loan_type_170,loan,"Type attribute for loan, instance 170."
loan_amount_170,loan,"Amount attribute for loan, instance 170."
loan_term_years_170,loan,"Term Years attribute for loan, instance 170."
loan_interest_rate_170,loan,"Interest Rate attribute for loan, instance 170."
loan_origination_date_170,loan,"Origination Date attribute for loan, instance 170."
loan_maturity_date_170,loan,"Maturity Date attribute for loan, instance 170."
loan_status_170,loan,"Status attribute for loan, instance 170."
loan_ltv_ratio_170,loan,"Ltv Ratio attribute for loan, instance 170."
loan_dti_ratio_170,loan,"Dti Ratio attribute for loan, instance 170."
loan_amortization_type_170,loan,"Amortization Type attribute for loan, instance 170."
property_id_170,property,"Id attribute for property, instance 170."
property_address_line1_170,property,"Address Line1 attribute for property, instance 170."
property_address_line2_170,property,"Address Line2 attribute for property, instance 170."
property_city_170,property,"City attribute for property, instance 170."
property_state_170,property,"State attribute for property, instance 170."
property_postal_code_170,property,"Postal Code attribute for property, instance 170."
property_country_170,property,"Country attribute for property, instance 170."
property_property_type_170,property,"Property Type attribute for property, instance 170."
property_year_built_170,property,"Year Built attribute for property, instance 170."
property_purchase_price_170,property,"Purchase Price attribute for property, instance 170."
property_appraised_value_170,property,"Appraised Value attribute for property, instance 170."
property_square_feet_170,property,"Square Feet attribute for property, instance 170."
property_lot_size_170,property,"Lot Size attribute for property, instance 170."
property_num_bedrooms_170,property,"Num Bedrooms attribute for property, instance 170."
property_num_bathrooms_170,property,"Num Bathrooms attribute for property, instance 170."
payment_id_170,payment,"Id attribute for payment, instance 170."
payment_due_date_170,payment,"Due Date attribute for payment, instance 170."
payment_amount_due_170,payment,"Amount Due attribute for payment, instance 170."
payment_amount_paid_170,payment,"Amount Paid attribute for payment, instance 170."
payment_payment_date_170,payment,"Payment Date attribute for payment, instance 170."
payment_payment_method_170,payment,"Payment Method attribute for payment, instance 170."
