attribute_name,group,description
transaction.channel.trend_down,transaction,Transaction attribute 'channel' with derivation 'trend_down'
transaction.channel.missing_flag,transaction,Transaction attribute 'channel' with derivation 'missing_flag'
transaction.entry_mode.raw,transaction,Transaction attribute 'entry_mode' with derivation 'raw'
transaction.entry_mode.normalized,transaction,Transaction attribute 'entry_mode' with derivation 'normalized'
transaction.entry_mode.zscore,transaction,Transaction attribute 'entry_mode' with derivation 'zscore'
transaction.entry_mode.min_last_10,transaction,Transaction attribute 'entry_mode' with derivation 'min_last_10'
transaction.entry_mode.max_last_10,transaction,Transaction attribute 'entry_mode' with derivation 'max_last_10'
transaction.entry_mode.avg_last_10,transaction,Transaction attribute 'entry_mode' with derivation 'avg_last_10'
transaction.entry_mode.sum_last_10,transaction,Transaction attribute 'entry_mode' with derivation 'sum_last_10'
transaction.entry_mode.stddev_last_10,transaction,Transaction attribute 'entry_mode' with derivation 'stddev_last_10'
transaction.entry_mode.last_seen,transaction,Transaction attribute 'entry_mode' with derivation 'last_seen'
transaction.entry_mode.count_last_1h,transaction,Transaction attribute 'entry_mode' with derivation 'count_last_1h'
transaction.entry_mode.count_last_24h,transaction,Transaction attribute 'entry_mode' with derivation 'count_last_24h'
transaction.entry_mode.count_last_7d,transaction,Transaction attribute 'entry_mode' with derivation 'count_last_7d'
transaction.entry_mode.count_last_30d,transaction,Transaction attribute 'entry_mode' with derivation 'count_last_30d'
transaction.entry_mode.flag_anomaly,transaction,Transaction attribute 'entry_mode' with derivation 'flag_anomaly'
transaction.entry_mode.rolling_avg_1h,transaction,Transaction attribute 'entry_mode' with derivation 'rolling_avg_1h'
transaction.entry_mode.rolling_avg_24h,transaction,Transaction attribute 'entry_mode' with derivation 'rolling_avg_24h'
transaction.entry_mode.velocity_flag,transaction,Transaction attribute 'entry_mode' with derivation 'velocity_flag'
transaction.entry_mode.trend_up,transaction,Transaction attribute 'entry_mode' with derivation 'trend_up'
transaction.entry_mode.trend_down,transaction,Transaction attribute 'entry_mode' with derivation 'trend_down'
transaction.entry_mode.missing_flag,transaction,Transaction attribute 'entry_mode' with derivation 'missing_flag'
transaction.response_code.raw,transaction,Transaction attribute 'response_code' with derivation 'raw'
transaction.response_code.normalized,transaction,Transaction attribute 'response_code' with derivation 'normalized'
transaction.response_code.zscore,transaction,Transaction attribute 'response_code' with derivation 'zscore'
transaction.response_code.min_last_10,transaction,Transaction attribute 'response_code' with derivation 'min_last_10'
transaction.response_code.max_last_10,transaction,Transaction attribute 'response_code' with derivation 'max_last_10'
transaction.response_code.avg_last_10,transaction,Transaction attribute 'response_code' with derivation 'avg_last_10'
transaction.response_code.sum_last_10,transaction,Transaction attribute 'response_code' with derivation 'sum_last_10'
transaction.response_code.stddev_last_10,transaction,Transaction attribute 'response_code' with derivation 'stddev_last_10'
transaction.response_code.last_seen,transaction,Transaction attribute 'response_code' with derivation 'last_seen'
transaction.response_code.count_last_1h,transaction,Transaction attribute 'response_code' with derivation 'count_last_1h'
transaction.response_code.count_last_24h,transaction,Transaction attribute 'response_code' with derivation 'count_last_24h'
transaction.response_code.count_last_7d,transaction,Transaction attribute 'response_code' with derivation 'count_last_7d'
transaction.response_code.count_last_30d,transaction,Transaction attribute 'response_code' with derivation 'count_last_30d'
transaction.response_code.flag_anomaly,transaction,Transaction attribute 'response_code' with derivation 'flag_anomaly'
transaction.response_code.rolling_avg_1h,transaction,Transaction attribute 'response_code' with derivation 'rolling_avg_1h'
transaction.response_code.rolling_avg_24h,transaction,Transaction attribute 'response_code' with derivation 'rolling_avg_24h'
transaction.response_code.velocity_flag,transaction,Transaction attribute 'response_code' with derivation 'velocity_flag'
transaction.response_code.trend_up,transaction,Transaction attribute 'response_code' with derivation 'trend_up'
transaction.response_code.trend_down,transaction,Transaction attribute 'response_code' with derivation 'trend_down'
transaction.response_code.missing_flag,transaction,Transaction attribute 'response_code' with derivation 'missing_flag'
transaction.approval_code.raw,transaction,Transaction attribute 'approval_code' with derivation 'raw'
transaction.approval_code.normalized,transaction,Transaction attribute 'approval_code' with derivation 'normalized'
transaction.approval_code.zscore,transaction,Transaction attribute 'approval_code' with derivation 'zscore'
transaction.approval_code.min_last_10,transaction,Transaction attribute 'approval_code' with derivation 'min_last_10'
transaction.approval_code.max_last_10,transaction,Transaction attribute 'approval_code' with derivation 'max_last_10'
transaction.approval_code.avg_last_10,transaction,Transaction attribute 'approval_code' with derivation 'avg_last_10'
transaction.approval_code.sum_last_10,transaction,Transaction attribute 'approval_code' with derivation 'sum_last_10'
transaction.approval_code.stddev_last_10,transaction,Transaction attribute 'approval_code' with derivation 'stddev_last_10'
transaction.approval_code.last_seen,transaction,Transaction attribute 'approval_code' with derivation 'last_seen'
transaction.approval_code.count_last_1h,transaction,Transaction attribute 'approval_code' with derivation 'count_last_1h'
transaction.approval_code.count_last_24h,transaction,Transaction attribute 'approval_code' with derivation 'count_last_24h'
transaction.approval_code.count_last_7d,transaction,Transaction attribute 'approval_code' with derivation 'count_last_7d'
transaction.approval_code.count_last_30d,transaction,Transaction attribute 'approval_code' with derivation 'count_last_30d'
transaction.approval_code.flag_anomaly,transaction,Transaction attribute 'approval_code' with derivation 'flag_anomaly'
transaction.approval_code.rolling_avg_1h,transaction,Transaction attribute 'approval_code' with derivation 'rolling_avg_1h'
transaction.approval_code.rolling_avg_24h,transaction,Transaction attribute 'approval_code' with derivation 'rolling_avg_24h'
transaction.approval_code.velocity_flag,transaction,Transaction attribute 'approval_code' with derivation 'velocity_flag'
transaction.approval_code.trend_up,transaction,Transaction attribute 'approval_code' with derivation 'trend_up'
transaction.approval_code.trend_down,transaction,Transaction attribute 'approval_code' with derivation 'trend_down'
transaction.approval_code.missing_flag,transaction,Transaction attribute 'approval_code' with derivation 'missing_flag'
transaction.processing_code.raw,transaction,Transaction attribute 'processing_code' with derivation 'raw'
transaction.processing_code.normalized,transaction,Transaction attribute 'processing_code' with derivation 'normalized'
transaction.processing_code.zscore,transaction,Transaction attribute 'processing_code' with derivation 'zscore'
transaction.processing_code.min_last_10,transaction,Transaction attribute 'processing_code' with derivation 'min_last_10'
transaction.processing_code.max_last_10,transaction,Transaction attribute 'processing_code' with derivation 'max_last_10'
transaction.processing_code.avg_last_10,transaction,Transaction attribute 'processing_code' with derivation 'avg_last_10'
transaction.processing_code.sum_last_10,transaction,Transaction attribute 'processing_code' with derivation 'sum_last_10'
transaction.processing_code.stddev_last_10,transaction,Transaction attribute 'processing_code' with derivation 'stddev_last_10'
transaction.processing_code.last_seen,transaction,Transaction attribute 'processing_code' with derivation 'last_seen'
transaction.processing_code.count_last_1h,transaction,Transaction attribute 'processing_code' with derivation 'count_last_1h'
transaction.processing_code.count_last_24h,transaction,Transaction attribute 'processing_code' with derivation 'count_last_24h'
transaction.processing_code.count_last_7d,transaction,Transaction attribute 'processing_code' with derivation 'count_last_7d'
transaction.processing_code.count_last_30d,transaction,Transaction attribute 'processing_code' with derivation 'count_last_30d'
transaction.processing_code.flag_anomaly,transaction,Transaction attribute 'processing_code' with derivation 'flag_anomaly'
transaction.processing_code.rolling_avg_1h,transaction,Transaction attribute 'processing_code' with derivation 'rolling_avg_1h'
transaction.processing_code.rolling_avg_24h,transaction,Transaction attribute 'processing_code' with derivation 'rolling_avg_24h'
transaction.processing_code.velocity_flag,transaction,Transaction attribute 'processing_code' with derivation 'velocity_flag'
transaction.processing_code.trend_up,transaction,Transaction attribute 'processing_code' with derivation 'trend_up'
transaction.processing_code.trend_down,transaction,Transaction attribute 'processing_code' with derivation 'trend_down'
transaction.processing_code.missing_flag,transaction,Transaction attribute 'processing_code' with derivation 'missing_flag'
merchant.id.raw,merchant,Merchant attribute 'id' with derivation 'raw'
merchant.id.normalized,merchant,Merchant attribute 'id' with derivation 'normalized'
merchant.id.zscore,merchant,Merchant attribute 'id' with derivation 'zscore'
merchant.id.min_last_10,merchant,Merchant attribute 'id' with derivation 'min_last_10'
merchant.id.max_last_10,merchant,Merchant attribute 'id' with derivation 'max_last_10'
merchant.id.avg_last_10,merchant,Merchant attribute 'id' with derivation 'avg_last_10'
merchant.id.sum_last_10,merchant,Merchant attribute 'id' with derivation 'sum_last_10'
merchant.id.stddev_last_10,merchant,Merchant attribute 'id' with derivation 'stddev_last_10'
merchant.id.last_seen,merchant,Merchant attribute 'id' with derivation 'last_seen'
merchant.id.count_last_1h,merchant,Merchant attribute 'id' with derivation 'count_last_1h'
merchant.id.count_last_24h,merchant,Merchant attribute 'id' with derivation 'count_last_24h'
merchant.id.count_last_7d,merchant,Merchant attribute 'id' with derivation 'count_last_7d'
merchant.id.count_last_30d,merchant,Merchant attribute 'id' with derivation 'count_last_30d'
merchant.id.flag_anomaly,merchant,Merchant attribute 'id' with derivation 'flag_anomaly'
merchant.id.rolling_avg_1h,merchant,Merchant attribute 'id' with derivation 'rolling_avg_1h'
merchant.id.rolling_avg_24h,merchant,Merchant attribute 'id' with derivation 'rolling_avg_24h'
merchant.id.velocity_flag,merchant,Merchant attribute 'id' with derivation 'velocity_flag'
merchant.id.trend_up,merchant,Merchant attribute 'id' with derivation 'trend_up'
merchant.id.trend_down,merchant,Merchant attribute 'id' with derivation 'trend_down'
merchant.id.missing_flag,merchant,Merchant attribute 'id' with derivation 'missing_flag'
merchant.name.raw,merchant,Merchant attribute 'name' with derivation 'raw'
merchant.name.normalized,merchant,Merchant attribute 'name' with derivation 'normalized'
merchant.name.zscore,merchant,Merchant attribute 'name' with derivation 'zscore'
merchant.name.min_last_10,merchant,Merchant attribute 'name' with derivation 'min_last_10'
merchant.name.max_last_10,merchant,Merchant attribute 'name' with derivation 'max_last_10'
merchant.name.avg_last_10,merchant,Merchant attribute 'name' with derivation 'avg_last_10'
merchant.name.sum_last_10,merchant,Merchant attribute 'name' with derivation 'sum_last_10'
merchant.name.stddev_last_10,merchant,Merchant attribute 'name' with derivation 'stddev_last_10'
merchant.name.last_seen,merchant,Merchant attribute 'name' with derivation 'last_seen'
merchant.name.count_last_1h,merchant,Merchant attribute 'name' with derivation 'count_last_1h'
merchant.name.count_last_24h,merchant,Merchant attribute 'name' with derivation 'count_last_24h'
merchant.name.count_last_7d,merchant,Merchant attribute 'name' with derivation 'count_last_7d'
merchant.name.count_last_30d,merchant,Merchant attribute 'name' with derivation 'count_last_30d'
merchant.name.flag_anomaly,merchant,Merchant attribute 'name' with derivation 'flag_anomaly'
merchant.name.rolling_avg_1h,merchant,Merchant attribute 'name' with derivation 'rolling_avg_1h'
merchant.name.rolling_avg_24h,merchant,Merchant attribute 'name' with derivation 'rolling_avg_24h'
merchant.name.velocity_flag,merchant,Merchant attribute 'name' with derivation 'velocity_flag'
merchant.name.trend_up,merchant,Merchant attribute 'name' with derivation 'trend_up'
merchant.name.trend_down,merchant,Merchant attribute 'name' with derivation 'trend_down'
merchant.name.missing_flag,merchant,Merchant attribute 'name' with derivation 'missing_flag'
merchant.mcc.raw,merchant,Merchant attribute 'mcc' with derivation 'raw'
merchant.mcc.normalized,merchant,Merchant attribute 'mcc' with derivation 'normalized'
merchant.mcc.zscore,merchant,Merchant attribute 'mcc' with derivation 'zscore'
merchant.mcc.min_last_10,merchant,Merchant attribute 'mcc' with derivation 'min_last_10'
merchant.mcc.max_last_10,merchant,Merchant attribute 'mcc' with derivation 'max_last_10'
merchant.mcc.avg_last_10,merchant,Merchant attribute 'mcc' with derivation 'avg_last_10'
merchant.mcc.sum_last_10,merchant,Merchant attribute 'mcc' with derivation 'sum_last_10'
merchant.mcc.stddev_last_10,merchant,Merchant attribute 'mcc' with derivation 'stddev_last_10'
merchant.mcc.last_seen,merchant,Merchant attribute 'mcc' with derivation 'last_seen'
merchant.mcc.count_last_1h,merchant,Merchant attribute 'mcc' with derivation 'count_last_1h'
merchant.mcc.count_last_24h,merchant,Merchant attribute 'mcc' with derivation 'count_last_24h'
merchant.mcc.count_last_7d,merchant,Merchant attribute 'mcc' with derivation 'count_last_7d'
merchant.mcc.count_last_30d,merchant,Merchant attribute 'mcc' with derivation 'count_last_30d'
merchant.mcc.flag_anomaly,merchant,Merchant attribute 'mcc' with derivation 'flag_anomaly'
merchant.mcc.rolling_avg_1h,merchant,Merchant attribute 'mcc' with derivation 'rolling_avg_1h'
merchant.mcc.rolling_avg_24h,merchant,Merchant attribute 'mcc' with derivation 'rolling_avg_24h'
merchant.mcc.velocity_flag,merchant,Merchant attribute 'mcc' with derivation 'velocity_flag'
merchant.mcc.trend_up,merchant,Merchant attribute 'mcc' with derivation 'trend_up'
merchant.mcc.trend_down,merchant,Merchant attribute 'mcc' with derivation 'trend_down'
merchant.mcc.missing_flag,merchant,Merchant attribute 'mcc' with derivation 'missing_flag'
merchant.address.raw,merchant,Merchant attribute 'address' with derivation 'raw'
merchant.address.normalized,merchant,Merchant attribute 'address' with derivation 'normalized'
merchant.address.zscore,merchant,Merchant attribute 'address' with derivation 'zscore'
merchant.address.min_last_10,merchant,Merchant attribute 'address' with derivation 'min_last_10'
merchant.address.max_last_10,merchant,Merchant attribute 'address' with derivation 'max_last_10'
merchant.address.avg_last_10,merchant,Merchant attribute 'address' with derivation 'avg_last_10'
merchant.address.sum_last_10,merchant,Merchant attribute 'address' with derivation 'sum_last_10'
merchant.address.stddev_last_10,merchant,Merchant attribute 'address' with derivation 'stddev_last_10'
merchant.address.last_seen,merchant,Merchant attribute 'address' with derivation 'last_seen'
merchant.address.count_last_1h,merchant,Merchant attribute 'address' with derivation 'count_last_1h'
merchant.address.count_last_24h,merchant,Merchant attribute 'address' with derivation 'count_last_24h'
merchant.address.count_last_7d,merchant,Merchant attribute 'address' with derivation 'count_last_7d'
merchant.address.count_last_30d,merchant,Merchant attribute 'address' with derivation 'count_last_30d'
merchant.address.flag_anomaly,merchant,Merchant attribute 'address' with derivation 'flag_anomaly'
merchant.address.rolling_avg_1h,merchant,Merchant attribute 'address' with derivation 'rolling_avg_1h'
merchant.address.rolling_avg_24h,merchant,Merchant attribute 'address' with derivation 'rolling_avg_24h'
merchant.address.velocity_flag,merchant,Merchant attribute 'address' with derivation 'velocity_flag'
merchant.address.trend_up,merchant,Merchant attribute 'address' with derivation 'trend_up'
merchant.address.trend_down,merchant,Merchant attribute 'address' with derivation 'trend_down'
merchant.address.missing_flag,merchant,Merchant attribute 'address' with derivation 'missing_flag'
merchant.city.raw,merchant,Merchant attribute 'city' with derivation 'raw'
merchant.city.normalized,merchant,Merchant attribute 'city' with derivation 'normalized'
merchant.city.zscore,merchant,Merchant attribute 'city' with derivation 'zscore'
merchant.city.min_last_10,merchant,Merchant attribute 'city' with derivation 'min_last_10'
merchant.city.max_last_10,merchant,Merchant attribute 'city' with derivation 'max_last_10'
merchant.city.avg_last_10,merchant,Merchant attribute 'city' with derivation 'avg_last_10'
merchant.city.sum_last_10,merchant,Merchant attribute 'city' with derivation 'sum_last_10'
merchant.city.stddev_last_10,merchant,Merchant attribute 'city' with derivation 'stddev_last_10'
merchant.city.last_seen,merchant,Merchant attribute 'city' with derivation 'last_seen'
merchant.city.count_last_1h,merchant,Merchant attribute 'city' with derivation 'count_last_1h'
merchant.city.count_last_24h,merchant,Merchant attribute 'city' with derivation 'count_last_24h'
merchant.city.count_last_7d,merchant,Merchant attribute 'city' with derivation 'count_last_7d'
merchant.city.count_last_30d,merchant,Merchant attribute 'city' with derivation 'count_last_30d'
merchant.city.flag_anomaly,merchant,Merchant attribute 'city' with derivation 'flag_anomaly'
merchant.city.rolling_avg_1h,merchant,Merchant attribute 'city' with derivation 'rolling_avg_1h'
merchant.city.rolling_avg_24h,merchant,Merchant attribute 'city' with derivation 'rolling_avg_24h'
merchant.city.velocity_flag,merchant,Merchant attribute 'city' with derivation 'velocity_flag'
merchant.city.trend_up,merchant,Merchant attribute 'city' with derivation 'trend_up'
merchant.city.trend_down,merchant,Merchant attribute 'city' with derivation 'trend_down'
merchant.city.missing_flag,merchant,Merchant attribute 'city' with derivation 'missing_flag'
merchant.state.raw,merchant,Merchant attribute 'state' with derivation 'raw'
merchant.state.normalized,merchant,Merchant attribute 'state' with derivation 'normalized'
merchant.state.zscore,merchant,Merchant attribute 'state' with derivation 'zscore'
merchant.state.min_last_10,merchant,Merchant attribute 'state' with derivation 'min_last_10'
merchant.state.max_last_10,merchant,Merchant attribute 'state' with derivation 'max_last_10'
merchant.state.avg_last_10,merchant,Merchant attribute 'state' with derivation 'avg_last_10'
merchant.state.sum_last_10,merchant,Merchant attribute 'state' with derivation 'sum_last_10'
merchant.state.stddev_last_10,merchant,Merchant attribute 'state' with derivation 'stddev_last_10'
merchant.state.last_seen,merchant,Merchant attribute 'state' with derivation 'last_seen'
merchant.state.count_last_1h,merchant,Merchant attribute 'state' with derivation 'count_last_1h'
merchant.state.count_last_24h,merchant,Merchant attribute 'state' with derivation 'count_last_24h'
merchant.state.count_last_7d,merchant,Merchant attribute 'state' with derivation 'count_last_7d'
merchant.state.count_last_30d,merchant,Merchant attribute 'state' with derivation 'count_last_30d'
merchant.state.flag_anomaly,merchant,Merchant attribute 'state' with derivation 'flag_anomaly'
merchant.state.rolling_avg_1h,merchant,Merchant attribute 'state' with derivation 'rolling_avg_1h'
merchant.state.rolling_avg_24h,merchant,Merchant attribute 'state' with derivation 'rolling_avg_24h'
merchant.state.velocity_flag,merchant,Merchant attribute 'state' with derivation 'velocity_flag'
merchant.state.trend_up,merchant,Merchant attribute 'state' with derivation 'trend_up'
merchant.state.trend_down,merchant,Merchant attribute 'state' with derivation 'trend_down'
merchant.state.missing_flag,merchant,Merchant attribute 'state' with derivation 'missing_flag'
merchant.postal_code.raw,merchant,Merchant attribute 'postal_code' with derivation 'raw'
merchant.postal_code.normalized,merchant,Merchant attribute 'postal_code' with derivation 'normalized'
merchant.postal_code.zscore,merchant,Merchant attribute 'postal_code' with derivation 'zscore'
merchant.postal_code.min_last_10,merchant,Merchant attribute 'postal_code' with derivation 'min_last_10'
merchant.postal_code.max_last_10,merchant,Merchant attribute 'postal_code' with derivation 'max_last_10'
merchant.postal_code.avg_last_10,merchant,Merchant attribute 'postal_code' with derivation 'avg_last_10'
merchant.postal_code.sum_last_10,merchant,Merchant attribute 'postal_code' with derivation 'sum_last_10'
merchant.postal_code.stddev_last_10,merchant,Merchant attribute 'postal_code' with derivation 'stddev_last_10'
merchant.postal_code.last_seen,merchant,Merchant attribute 'postal_code' with derivation 'last_seen'
merchant.postal_code.count_last_1h,merchant,Merchant attribute 'postal_code' with derivation 'count_last_1h'
merchant.postal_code.count_last_24h,merchant,Merchant attribute 'postal_code' with derivation 'count_last_24h'
merchant.postal_code.count_last_7d,merchant,Merchant attribute 'postal_code' with derivation 'count_last_7d'
merchant.postal_code.count_last_30d,merchant,Merchant attribute 'postal_code' with derivation 'count_last_30d'
merchant.postal_code.flag_anomaly,merchant,Merchant attribute 'postal_code' with derivation 'flag_anomaly'
merchant.postal_code.rolling_avg_1h,merchant,Merchant attribute 'postal_code' with derivation 'rolling_avg_1h'
merchant.postal_code.rolling_avg_24h,merchant,Merchant attribute 'postal_code' with derivation 'rolling_avg_24h'
merchant.postal_code.velocity_flag,merchant,Merchant attribute 'postal_code' with derivation 'velocity_flag'
merchant.postal_code.trend_up,merchant,Merchant attribute 'postal_code' with derivation 'trend_up'
merchant.postal_code.trend_down,merchant,Merchant attribute 'postal_code' with derivation 'trend_down'
merchant.postal_code.missing_flag,merchant,Merchant attribute 'postal_code' with derivation 'missing_flag'
merchant.country.raw,merchant,Merchant attribute 'country' with derivation 'raw'
merchant.country.normalized,merchant,Merchant attribute 'country' with derivation 'normalized'
merchant.country.zscore,merchant,Merchant attribute 'country' with derivation 'zscore'
merchant.country.min_last_10,merchant,Merchant attribute 'country' with derivation 'min_last_10'
merchant.country.max_last_10,merchant,Merchant attribute 'country' with derivation 'max_last_10'
merchant.country.avg_last_10,merchant,Merchant attribute 'country' with derivation 'avg_last_10'
merchant.country.sum_last_10,merchant,Merchant attribute 'country' with derivation 'sum_last_10'
merchant.country.stddev_last_10,merchant,Merchant attribute 'country' with derivation 'stddev_last_10'
merchant.country.last_seen,merchant,Merchant attribute 'country' with derivation 'last_seen'
merchant.country.count_last_1h,merchant,Merchant attribute 'country' with derivation 'count_last_1h'
merchant.country.count_last_24h,merchant,Merchant attribute 'country' with derivation 'count_last_24h'
merchant.country.count_last_7d,merchant,Merchant attribute 'country' with derivation 'count_last_7d'
merchant.country.count_last_30d,merchant,Merchant attribute 'country' with derivation 'count_last_30d'
merchant.country.flag_anomaly,merchant,Merchant attribute 'country' with derivation 'flag_anomaly'
merchant.country.rolling_avg_1h,merchant,Merchant attribute 'country' with derivation 'rolling_avg_1h'
merchant.country.rolling_avg_24h,merchant,Merchant attribute 'country' with derivation 'rolling_avg_24h'
merchant.country.velocity_flag,merchant,Merchant attribute 'country' with derivation 'velocity_flag'
merchant.country.trend_up,merchant,Merchant attribute 'country' with derivation 'trend_up'
merchant.country.trend_down,merchant,Merchant attribute 'country' with derivation 'trend_down'
merchant.country.missing_flag,merchant,Merchant attribute 'country' with derivation 'missing_flag'
merchant.region.raw,merchant,Merchant attribute 'region' with derivation 'raw'
merchant.region.normalized,merchant,Merchant attribute 'region' with derivation 'normalized'
merchant.region.zscore,merchant,Merchant attribute 'region' with derivation 'zscore'
merchant.region.min_last_10,merchant,Merchant attribute 'region' with derivation 'min_last_10'
merchant.region.max_last_10,merchant,Merchant attribute 'region' with derivation 'max_last_10'
merchant.region.avg_last_10,merchant,Merchant attribute 'region' with derivation 'avg_last_10'
merchant.region.sum_last_10,merchant,Merchant attribute 'region' with derivation 'sum_last_10'
merchant.region.stddev_last_10,merchant,Merchant attribute 'region' with derivation 'stddev_last_10'
merchant.region.last_seen,merchant,Merchant attribute 'region' with derivation 'last_seen'
merchant.region.count_last_1h,merchant,Merchant attribute 'region' with derivation 'count_last_1h'
merchant.region.count_last_24h,merchant,Merchant attribute 'region' with derivation 'count_last_24h'
merchant.region.count_last_7d,merchant,Merchant attribute 'region' with derivation 'count_last_7d'
merchant.region.count_last_30d,merchant,Merchant attribute 'region' with derivation 'count_last_30d'
merchant.region.flag_anomaly,merchant,Merchant attribute 'region' with derivation 'flag_anomaly'
merchant.region.rolling_avg_1h,merchant,Merchant attribute 'region' with derivation 'rolling_avg_1h'
merchant.region.rolling_avg_24h,merchant,Merchant attribute 'region' with derivation 'rolling_avg_24h'
merchant.region.velocity_flag,merchant,Merchant attribute 'region' with derivation 'velocity_flag'
merchant.region.trend_up,merchant,Merchant attribute 'region' with derivation 'trend_up'
merchant.region.trend_down,merchant,Merchant attribute 'region' with derivation 'trend_down'
merchant.region.missing_flag,merchant,Merchant attribute 'region' with derivation 'missing_flag'
merchant.category.raw,merchant,Merchant attribute 'category' with derivation 'raw'
merchant.category.normalized,merchant,Merchant attribute 'category' with derivation 'normalized'
merchant.category.zscore,merchant,Merchant attribute 'category' with derivation 'zscore'
merchant.category.min_last_10,merchant,Merchant attribute 'category' with derivation 'min_last_10'
merchant.category.max_last_10,merchant,Merchant attribute 'category' with derivation 'max_last_10'
merchant.category.avg_last_10,merchant,Merchant attribute 'category' with derivation 'avg_last_10'
merchant.category.sum_last_10,merchant,Merchant attribute 'category' with derivation 'sum_last_10'
merchant.category.stddev_last_10,merchant,Merchant attribute 'category' with derivation 'stddev_last_10'
merchant.category.last_seen,merchant,Merchant attribute 'category' with derivation 'last_seen'
merchant.category.count_last_1h,merchant,Merchant attribute 'category' with derivation 'count_last_1h'
merchant.category.count_last_24h,merchant,Merchant attribute 'category' with derivation 'count_last_24h'
merchant.category.count_last_7d,merchant,Merchant attribute 'category' with derivation 'count_last_7d'
merchant.category.count_last_30d,merchant,Merchant attribute 'category' with derivation 'count_last_30d'
merchant.category.flag_anomaly,merchant,Merchant attribute 'category' with derivation 'flag_anomaly'
merchant.category.rolling_avg_1h,merchant,Merchant attribute 'category' with derivation 'rolling_avg_1h'
merchant.category.rolling_avg_24h,merchant,Merchant attribute 'category' with derivation 'rolling_avg_24h'
merchant.category.velocity_flag,merchant,Merchant attribute 'category' with derivation 'velocity_flag'
merchant.category.trend_up,merchant,Merchant attribute 'category' with derivation 'trend_up'
merchant.category.trend_down,merchant,Merchant attribute 'category' with derivation 'trend_down'
merchant.category.missing_flag,merchant,Merchant attribute 'category' with derivation 'missing_flag'
merchant.sub_category.raw,merchant,Merchant attribute 'sub_category' with derivation 'raw'
merchant.sub_category.normalized,merchant,Merchant attribute 'sub_category' with derivation 'normalized'
merchant.sub_category.zscore,merchant,Merchant attribute 'sub_category' with derivation 'zscore'
merchant.sub_category.min_last_10,merchant,Merchant attribute 'sub_category' with derivation 'min_last_10'
merchant.sub_category.max_last_10,merchant,Merchant attribute 'sub_category' with derivation 'max_last_10'
merchant.sub_category.avg_last_10,merchant,Merchant attribute 'sub_category' with derivation 'avg_last_10'
merchant.sub_category.sum_last_10,merchant,Merchant attribute 'sub_category' with derivation 'sum_last_10'
merchant.sub_category.stddev_last_10,merchant,Merchant attribute 'sub_category' with derivation 'stddev_last_10'
merchant.sub_category.last_seen,merchant,Merchant attribute 'sub_category' with derivation 'last_seen'
merchant.sub_category.count_last_1h,merchant,Merchant attribute 'sub_category' with derivation 'count_last_1h'
merchant.sub_category.count_last_24h,merchant,Merchant attribute 'sub_category' with derivation 'count_last_24h'
merchant.sub_category.count_last_7d,merchant,Merchant attribute 'sub_category' with derivation 'count_last_7d'
merchant.sub_category.count_last_30d,merchant,Merchant attribute 'sub_category' with derivation 'count_last_30d'
merchant.sub_category.flag_anomaly,merchant,Merchant attribute 'sub_category' with derivation 'flag_anomaly'
merchant.sub_category.rolling_avg_1h,merchant,Merchant attribute 'sub_category' with derivation 'rolling_avg_1h'
merchant.sub_category.rolling_avg_24h,merchant,Merchant attribute 'sub_category' with derivation 'rolling_avg_24h'
merchant.sub_category.velocity_flag,merchant,Merchant attribute 'sub_category' with derivation 'velocity_flag'
merchant.sub_category.trend_up,merchant,Merchant attribute 'sub_category' with derivation 'trend_up'
merchant.sub_category.trend_down,merchant,Merchant attribute 'sub_category' with derivation 'trend_down'
merchant.sub_category.missing_flag,merchant,Merchant attribute 'sub_category' with derivation 'missing_flag'
merchant.terminal_id.raw,merchant,Merchant attribute 'terminal_id' with derivation 'raw'
merchant.terminal_id.normalized,merchant,Merchant attribute 'terminal_id' with derivation 'normalized'
merchant.terminal_id.zscore,merchant,Merchant attribute 'terminal_id' with derivation 'zscore'
merchant.terminal_id.min_last_10,merchant,Merchant attribute 'terminal_id' with derivation 'min_last_10'
merchant.terminal_id.max_last_10,merchant,Merchant attribute 'terminal_id' with derivation 'max_last_10'
merchant.terminal_id.avg_last_10,merchant,Merchant attribute 'terminal_id' with derivation 'avg_last_10'
merchant.terminal_id.sum_last_10,merchant,Merchant attribute 'terminal_id' with derivation 'sum_last_10'
merchant.terminal_id.stddev_last_10,merchant,Merchant attribute 'terminal_id' with derivation 'stddev_last_10'
merchant.terminal_id.last_seen,merchant,Merchant attribute 'terminal_id' with derivation 'last_seen'
merchant.terminal_id.count_last_1h,merchant,Merchant attribute 'terminal_id' with derivation 'count_last_1h'
merchant.terminal_id.count_last_24h,merchant,Merchant attribute 'terminal_id' with derivation 'count_last_24h'
merchant.terminal_id.count_last_7d,merchant,Merchant attribute 'terminal_id' with derivation 'count_last_7d'
merchant.terminal_id.count_last_30d,merchant,Merchant attribute 'terminal_id' with derivation 'count_last_30d'
merchant.terminal_id.flag_anomaly,merchant,Merchant attribute 'terminal_id' with derivation 'flag_anomaly'
merchant.terminal_id.rolling_avg_1h,merchant,Merchant attribute 'terminal_id' with derivation 'rolling_avg_1h'
merchant.terminal_id.rolling_avg_24h,merchant,Merchant attribute 'terminal_id' with derivation 'rolling_avg_24h'
merchant.terminal_id.velocity_flag,merchant,Merchant attribute 'terminal_id' with derivation 'velocity_flag'
